timestamp_local,app_temp,clouds,clouds_hi,clouds_low,clouds_mid,datetime,dewpt,dhi,dni,ghi,ozone,pod,pop,precip,pres,rh,slp,snow,snow_depth,solar_rad,temp,timestamp_utc,ts,uv,vis,weather,wind_cdir,wind_cdir_full,wind_dir,wind_gust_spd,wind_spd,PV_Power,declination_angle,altitude_angle,azimuth_angle
2023-03-22 06:00:00,31.8,2,3,0,1,2023-03-21:23,23.5,0.0,0.0,0.0,253.7,n,0,0,1005.8,76,1006.5,0,0,0.0,28.1,2023-03-21T23:00:00,1679439600,0.0,24.128,"{'code': 801, 'icon': 'c02n', 'description': 'Few clouds'}",S,south,171,6.52,4.45,106.1645,0.0,0.0,1.5708
2023-03-22 07:00:00,31.9,1,5,0,0,2023-03-22:00,23.7,49.4,442.05,108.2,254.1,d,0,0,1006.5,77,1007.0,0,0,100.728,28.1,2023-03-22T00:00:00,1679443200,1.7,24.128,"{'code': 801, 'icon': 'c02d', 'description': 'Few clouds'}",S,south,171,6.12,4.3,1117.6863,0.0,0.25396,1.5065
2023-03-22 08:00:00,34.0,1,5,0,0,2023-03-22:01,22.7,84.13,719.45,362.4,254.1,d,0,0,1007.0,65,1007.5,0,0,338.7443,30.0,2023-03-22T01:00:00,1679446800,2.5,24.128,"{'code': 801, 'icon': 'c02d', 'description': 'Few clouds'}",S,south,182,5.15,3.88,2741.6204,0.0,0.50677,1.43295
2023-03-22 09:00:00,35.3,1,5,0,0,2023-03-22:02,21.5,104.57,842.85,614.11,254.0,d,0,0,1007.5,54,1008.0,0,0,577.4759,31.9,2023-03-22T02:00:00,1679450400,4.4,24.128,"{'code': 801, 'icon': 'c02d', 'description': 'Few clouds'}",SSW,south-southwest,193,4.19,3.46,4070.7629,0.0,0.75652,1.33499
2023-03-22 10:00:00,35.7,1,5,0,0,2023-03-22:03,19.1,117.68,910.18,826.72,254.0,d,0,0,1008.0,42,1008.5,0,0,783.8361,33.8,2023-03-22T03:00:00,1679454000,6.9,24.128,"{'code': 801, 'icon': 'c02d', 'description': 'Few clouds'}",SSW,south-southwest,204,3.22,3.04,5686.2661,0.0,0.99849,1.17642
2023-03-22 11:00:00,36.9,1,3,0,0,2023-03-22:04,18.1,125.61,947.12,977.73,254.1,d,0,0,1007.0,36,1007.5,0,0,930.35126,35.5,2023-03-22T04:00:00,1679457600,9.8,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",SSW,south-southwest,203,3.29,2.96,6208.0356,0.0,1.21574,0.83979
2023-03-22 12:00:00,37.9,0,2,0,0,2023-03-22:05,16.6,129.22,963.12,1052.78,254.3,d,0,0,1006.0,30,1006.5,0,0,1006.5513,37.1,2023-03-22T05:00:00,1679461200,11.3,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",SSW,south-southwest,202,3.36,2.88,4846.2109,0.0,1.32814,0.0
2023-03-22 13:00:00,38.8,0,0,0,0,2023-03-22:06,14.5,128.86,961.53,1045.05,254.4,d,0,0,1005.0,24,1005.5,0,0,1005.25836,38.8,2023-03-22T06:00:00,1679464800,11.0,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",SSW,south-southwest,201,3.42,2.8,5441.8857,0.0,1.21574,-0.83979
2023-03-22 14:00:00,38.9,0,0,0,0,2023-03-22:07,14.2,124.48,942.04,955.22,252.9,d,0,0,1003.8,23,1004.3,0,0,918.95667,39.1,2023-03-22T07:00:00,1679468400,9.3,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",SSW,south-southwest,192,4.02,3.79,5256.4731,0.0,0.99849,-1.17642
2023-03-22 15:00:00,39.4,0,0,0,0,2023-03-22:08,14.4,115.69,900.48,791.55,251.4,d,0,0,1002.7,23,1003.2,0,0,761.60284,39.4,2023-03-22T08:00:00,1679472000,6.6,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",S,south,183,4.62,4.77,4311.2046,0.0,0.75652,-1.33499
2023-03-22 16:00:00,39.6,0,0,0,0,2023-03-22:09,14.0,101.45,825.57,569.8,249.9,d,0,0,1001.5,22,1002.0,0,0,548.3262,39.7,2023-03-22T09:00:00,1679475600,3.9,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",S,south,173,5.22,5.76,2563.0537,0.0,0.50677,-1.43295
2023-03-22 17:00:00,37.8,0,0,0,0,2023-03-22:10,15.8,79.2,685.74,314.25,250.4,d,0,0,1002.0,28,1002.5,0,0,300.8927,37.4,2023-03-22T10:00:00,1679479200,2.3,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",S,south,173,6.38,6.08,604.8219,0.0,0.25396,-1.5065
2023-03-22 18:00:00,35.7,1,0,0,1,2023-03-22:11,16.9,39.59,345.01,67.08,250.9,d,0,0,1002.5,34,1003.0,0,0,64.02002,35.1,2023-03-22T11:00:00,1679482800,1.8,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",S,south,173,7.54,6.39,10.8524,0.0,0.0,-1.5708
2023-03-22 19:00:00,33.4,1,0,0,1,2023-03-22:12,17.4,0.0,0.0,0.0,251.4,n,0,0,1003.0,40,1003.5,0,0,0.0,32.8,2023-03-22T12:00:00,1679486400,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,172,8.7,6.7,0.0,0.0,-0.25396,-1.5065
2023-03-22 20:00:00,33.4,1,0,0,1,2023-03-22:13,19.4,0.0,0.0,0.0,251.8,n,0,0,1004.0,48,1004.5,0,0,0.0,31.7,2023-03-22T13:00:00,1679490000,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,181,9.24,6.73,0.0,0.0,-0.50677,-1.43295
2023-03-22 21:00:00,33.2,0,0,0,0,2023-03-22:14,20.9,0.0,0.0,0.0,252.2,n,0,0,1005.0,56,1005.5,0,0,0.0,30.6,2023-03-22T14:00:00,1679493600,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,189,9.78,6.75,0.0,0.0,-0.75652,-1.33499
2023-03-22 22:00:00,32.6,0,0,0,0,2023-03-22:15,21.8,0.0,0.0,0.0,252.6,n,0,0,1006.0,63,1006.5,0,0,0.0,29.6,2023-03-22T15:00:00,1679497200,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",SSW,south-southwest,198,10.31,6.78,0.0,0.0,-0.99849,-1.17642
2023-03-22 23:00:00,32.7,0,0,0,0,2023-03-22:16,22.3,0.0,0.0,0.0,252.6,n,0,0,1005.8,66,1006.3,0,0,0.0,29.4,2023-03-22T16:00:00,1679500800,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",SSW,south-southwest,193,10.01,6.39,0.0,0.0,-1.21574,-0.83979
2023-03-23 00:00:00,32.8,0,0,0,0,2023-03-22:17,22.8,0.0,0.0,0.0,252.5,n,0,0,1005.7,69,1006.2,0,0,0.0,29.1,2023-03-22T17:00:00,1679504400,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,188,9.71,6.01,0.0,0.00705,-1.3211,0.0
2023-03-23 01:00:00,32.7,0,0,0,0,2023-03-22:18,23.1,0.0,0.0,0.0,252.5,n,0,0,1005.5,71,1006.0,0,0,0.0,28.9,2023-03-22T18:00:00,1679508000,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,183,9.41,5.62,0.0,0.00705,-1.21084,0.82533
2023-03-23 02:00:00,32.7,0,0,0,0,2023-03-22:19,23.4,0.0,0.0,0.0,253.9,n,0,0,1005.3,73,1005.8,0,0,0.0,28.7,2023-03-22T19:00:00,1679511600,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,178,8.78,5.37,0.0,0.00705,-0.99533,1.16482
2023-03-23 03:00:00,32.5,0,1,0,0,2023-03-22:20,23.5,0.0,0.0,0.0,255.3,n,0,0,1005.2,74,1005.7,0,0,0.0,28.6,2023-03-22T20:00:00,1679515200,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,172,8.14,5.12,0.0,0.00705,-0.75417,1.32586
2023-03-23 04:00:00,32.2,0,1,0,0,2023-03-22:21,23.5,0.0,0.0,0.0,256.8,n,0,0,1005.0,75,1005.5,0,0,0.0,28.4,2023-03-22T21:00:00,1679518800,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",SSE,south-southeast,166,7.5,4.87,0.0,0.00705,-0.50482,1.42521
2023-03-23 05:00:00,32.2,0,1,0,0,2023-03-22:22,23.5,0.0,0.0,0.0,256.9,n,0,0,1005.7,75,1006.2,0,0,0.0,28.4,2023-03-22T22:00:00,1679522400,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",SSE,south-southeast,167,6.63,4.39,0.0,0.00705,-0.2522,1.49946
2023-03-23 06:00:00,32.1,0,0,0,0,2023-03-22:23,23.5,0.0,0.0,0.0,257.1,n,0,0,1006.3,75,1006.8,0,0,0.0,28.4,2023-03-22T23:00:00,1679526000,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",SSE,south-southeast,168,5.77,3.9,80.9001,0.00705,0.00169,1.56396
2023-03-23 07:00:00,32.1,0,0,0,0,2023-03-23:00,23.5,49.93,447.06,110.83,257.3,d,0,0,1007.0,75,1007.5,0,0,103.25764,28.3,2023-03-23T00:00:00,1679529600,1.7,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",S,south,169,4.9,3.42,1036.8044,0.00705,0.2557,1.51356
2023-03-23 08:00:00,33.9,0,1,0,0,2023-03-23:01,22.4,84.39,721.06,365.3,256.8,d,0,0,1007.7,63,1008.2,0,0,341.94067,30.2,2023-03-23T01:00:00,1679533200,2.5,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",S,south,181,4.38,3.23,2792.7654,0.00705,0.50869,1.44071
2023-03-23 09:00:00,34.8,1,3,0,0,2023-03-23:02,20.7,104.72,843.51,616.84,256.4,d,0,0,1008.3,51,1008.8,0,0,581.2795,32.1,2023-03-23T02:00:00,1679536800,4.4,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",SSW,south-southwest,194,3.85,3.04,4214.5308,0.00705,0.75882,1.34415
2023-03-23 10:00:00,35.1,1,4,0,0,2023-03-23:03,18.1,117.77,910.42,829.09,256.0,d,0,0,1009.0,39,1009.5,0,0,788.37286,34.0,2023-03-23T03:00:00,1679540400,7.0,24.128,"{'code': 801, 'icon': 'c02d', 'description': 'Few clouds'}",SSW,south-southwest,206,3.33,2.85,6069.3291,0.00705,1.00158,1.18814
2023-03-23 11:00:00,36.3,1,4,0,0,2023-03-23:04,16.9,125.66,947.12,979.67,255.6,d,0,0,1007.8,33,1008.5,0,0,935.83234,35.6,2023-03-23T04:00:00,1679544000,9.8,24.128,"{'code': 801, 'icon': 'c02d', 'description': 'Few clouds'}",SW,southwest,216,3.36,2.81,6556.5898,0.00705,1.22058,0.85463
2023-03-23 12:00:00,37.1,1,5,0,0,2023-03-23:05,14.6,129.25,962.98,1054.28,255.3,d,0,0,1006.7,26,1007.5,0,0,1013.0768,37.3,2023-03-23T05:00:00,1679547600,11.3,24.128,"{'code': 801, 'icon': 'c02d', 'description': 'Few clouds'}",SW,southwest,226,3.39,2.76,5687.0044,0.00705,1.33519,0.0
2023-03-23 13:00:00,37.9,1,5,0,0,2023-03-23:06,11.9,128.86,961.31,1046.12,254.9,d,0,0,1005.5,20,1006.5,0,0,1012.7102,38.9,2023-03-23T06:00:00,1679551200,11.0,24.128,"{'code': 801, 'icon': 'c02d', 'description': 'Few clouds'}",SW,southwest,236,3.42,2.72,6623.4756,0.00705,1.22058,-0.85463
2023-03-23 14:00:00,38.2,1,5,0,0,2023-03-23:07,11.5,124.48,941.78,955.94,254.7,d,0,0,1004.3,19,1005.2,0,0,925.2446,39.4,2023-03-23T07:00:00,1679554800,9.3,24.128,"{'code': 801, 'icon': 'c02d', 'description': 'Few clouds'}",SW,southwest,223,3.69,2.95,5691.1748,0.00705,1.00158,-1.18814
2023-03-23 15:00:00,38.8,1,5,0,0,2023-03-23:08,11.8,115.68,900.21,792.01,254.5,d,0,0,1003.2,19,1003.8,0,0,766.4498,39.8,2023-03-23T08:00:00,1679558400,6.6,24.128,"{'code': 801, 'icon': 'c02d', 'description': 'Few clouds'}",SSW,south-southwest,210,3.96,3.18,4272.9937,0.00705,0.75882,-1.34415
2023-03-23 16:00:00,39.4,1,5,0,0,2023-03-23:09,12.2,101.44,825.35,570.12,254.4,d,0,0,1002.0,19,1002.5,0,0,551.6347,40.2,2023-03-23T09:00:00,1679562000,3.8,24.128,"{'code': 801, 'icon': 'c02d', 'description': 'Few clouds'}",SSW,south-southwest,197,4.23,3.41,2513.1555,0.00705,0.50869,-1.44071
2023-03-23 17:00:00,37.9,1,3,0,0,2023-03-23:10,14.1,79.2,685.68,314.53,254.3,d,0,0,1002.3,24,1002.8,0,0,302.69812,38.2,2023-03-23T10:00:00,1679565600,2.3,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",S,south,186,5.26,4.14,807.8806,0.00705,0.2557,-1.51356
2023-03-23 18:00:00,36.2,0,2,0,0,2023-03-23:11,15.3,39.65,345.7,67.35,254.1,d,0,0,1002.7,29,1003.2,0,0,64.56349,36.2,2023-03-23T11:00:00,1679569200,1.8,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",S,south,175,6.28,4.87,43.5703,0.00705,0.00169,-1.56396
2023-03-23 19:00:00,34.5,0,0,0,0,2023-03-23:12,16.5,0.0,0.0,0.0,254.0,n,0,0,1003.0,35,1003.5,0,0,0.0,34.2,2023-03-23T12:00:00,1679572800,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",SSE,south-southeast,163,7.3,5.6,0.0,0.00705,-0.2522,-1.49946
2023-03-23 20:00:00,33.9,0,0,0,0,2023-03-23:13,18.2,0.0,0.0,0.0,253.8,n,0,0,1004.0,42,1004.7,0,0,0.0,32.8,2023-03-23T13:00:00,1679576400,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,172,8.21,6.02,0.0,0.00705,-0.50482,-1.42521
2023-03-23 21:00:00,33.1,0,0,0,0,2023-03-23:14,19.4,0.0,0.0,0.0,253.6,n,0,0,1005.0,49,1005.8,0,0,0.0,31.4,2023-03-23T14:00:00,1679580000,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,180,9.11,6.44,0.0,0.00705,-0.75417,-1.32586
2023-03-23 22:00:00,32.1,0,0,0,0,2023-03-23:15,20.3,0.0,0.0,0.0,253.4,n,0,0,1006.0,56,1007.0,0,0,0.0,30.0,2023-03-23T15:00:00,1679583600,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,188,10.01,6.86,0.0,0.00705,-0.99533,-1.16482
2023-03-23 23:00:00,32.2,0,0,0,0,2023-03-23:16,20.9,0.0,0.0,0.0,253.6,n,0,0,1006.0,59,1006.8,0,0,0.0,29.7,2023-03-23T16:00:00,1679587200,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,186,9.17,6.33,0.0,0.00705,-1.21084,-0.82533
2023-03-24 00:00:00,32.2,0,1,0,0,2023-03-23:17,21.4,0.0,0.0,0.0,253.8,n,0,0,1006.0,62,1006.7,0,0,0.0,29.5,2023-03-23T17:00:00,1679590800,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,185,8.34,5.79,0.0,0.01409,-1.31406,0.0
2023-03-24 01:00:00,32.0,0,1,0,0,2023-03-23:18,21.7,0.0,0.0,0.0,254.0,n,0,0,1006.0,64,1006.5,0,0,0.0,29.2,2023-03-23T18:00:00,1679594400,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,183,7.5,5.26,0.0,0.01409,-1.20587,0.81126
2023-03-24 02:00:00,32.0,1,2,0,0,2023-03-23:19,22.2,0.0,0.0,0.0,254.0,n,0,0,1005.8,67,1006.3,0,0,0.0,28.9,2023-03-23T19:00:00,1679598000,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,182,7.01,4.91,0.0,0.01409,-0.99212,1.15334
2023-03-24 03:00:00,31.8,1,4,0,0,2023-03-23:20,22.4,0.0,0.0,0.0,254.0,n,0,0,1005.7,69,1006.2,0,0,0.0,28.7,2023-03-23T20:00:00,1679601600,0.0,24.128,"{'code': 800, 'icon': 'c01n', 'description': 'Clear Sky'}",S,south,180,6.51,4.55,0.0,0.01409,-0.75178,1.31678
2023-03-24 04:00:00,31.8,1,5,0,0,2023-03-23:21,22.9,0.0,0.0,0.0,254.0,n,0,0,1005.5,72,1006.0,0,0,0.0,28.4,2023-03-23T21:00:00,1679605200,0.0,24.128,"{'code': 801, 'icon': 'c02n', 'description': 'Few clouds'}",S,south,178,6.02,4.2,0.0,0.01409,-0.50284,1.41749
2023-03-24 05:00:00,31.7,1,5,0,0,2023-03-23:22,23.0,0.0,0.0,0.0,254.6,n,0,0,1006.2,73,1006.8,0,0,0.0,28.3,2023-03-23T22:00:00,1679608800,0.0,24.128,"{'code': 801, 'icon': 'c02n', 'description': 'Few clouds'}",S,south,189,5.38,3.75,0.0,0.01409,-0.25044,1.49242
2023-03-24 06:00:00,31.6,1,5,0,0,2023-03-23:23,23.1,0.0,0.0,0.0,255.3,n,0,0,1006.8,74,1007.7,0,0,0.0,28.2,2023-03-23T23:00:00,1679612400,0.0,24.128,"{'code': 801, 'icon': 'c02n', 'description': 'Few clouds'}",SSW,south-southwest,200,4.74,3.3,86.9829,0.01409,0.00338,1.55712
2023-03-24 07:00:00,31.5,1,5,0,0,2023-03-24:00,23.2,50.45,451.97,113.47,255.9,d,0,0,1007.5,75,1008.5,0,0,105.833595,28.1,2023-03-24T00:00:00,1679616000,1.7,24.128,"{'code': 801, 'icon': 'c02d', 'description': 'Few clouds'}",SSW,south-southwest,211,4.1,2.85,916.4664,0.01409,0.25743,1.52061
2023-03-24 08:00:00,33.0,1,3,0,0,2023-03-24:01,21.6,84.64,722.64,368.19,256.3,d,0,0,1008.0,61,1009.0,0,0,345.92786,30.0,2023-03-24T01:00:00,1679619600,2.6,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",SW,southwest,219,3.84,2.87,2089.8423,0.01409,0.51059,1.44848
2023-03-24 09:00:00,33.2,0,2,0,0,2023-03-24:02,18.8,104.87,844.15,619.52,256.6,d,0,0,1008.5,46,1009.5,0,0,587.83374,31.9,2023-03-24T02:00:00,1679623200,4.5,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",SW,southwest,227,3.58,2.9,4572.9873,0.01409,0.76109,1.35335
2023-03-24 10:00:00,33.3,0,0,0,0,2023-03-24:03,14.8,117.86,910.64,831.41,257.0,d,0,0,1009.0,32,1010.0,0,0,799.0386,33.8,2023-03-24T03:00:00,1679626800,7.1,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",SW,southwest,235,3.31,2.92,5507.1084,0.01409,1.00462,1.19996
2023-03-24 11:00:00,34.5,0,0,0,0,2023-03-24:04,13.5,125.71,947.11,981.55,256.4,d,0,0,1008.0,27,1008.8,0,0,945.3582,35.3,2023-03-24T04:00:00,1679630400,9.8,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",SW,southwest,222,3.39,2.94,6264.7266,0.01409,1.22534,0.86986
2023-03-24 12:00:00,35.9,0,0,0,0,2023-03-24:05,12.4,129.27,962.84,1055.71,255.8,d,0,0,1007.0,23,1007.7,0,0,1019.7319,36.9,2023-03-24T05:00:00,1679634000,11.4,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",SSW,south-southwest,208,3.46,2.95,6155.5396,0.01409,1.34223,0.0
2023-03-24 13:00:00,37.1,0,0,0,0,2023-03-24:06,10.8,128.86,961.08,1047.14,255.1,d,0,0,1006.0,19,1006.5,0,0,1015.24554,38.5,2023-03-24T06:00:00,1679637600,11.1,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",SSW,south-southwest,195,3.53,2.97,5568.9448,0.01409,1.22534,-0.86986
2023-03-24 14:00:00,37.0,0,1,0,0,2023-03-24:07,13.0,124.46,941.51,956.61,254.9,d,0,0,1006.1,23,1006.6,0,0,923.489,37.7,2023-03-24T07:00:00,1679641200,9.4,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",SSW,south-southwest,194,3.92,3.17,5062.4663,0.01409,1.00462,-1.19996
2023-03-24 15:00:00,36.6,0,2,0,0,2023-03-24:08,14.3,115.66,899.93,792.43,254.6,d,0,0,1006.2,26,1006.7,0,0,762.0157,36.9,2023-03-24T08:00:00,1679644800,6.6,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",SSW,south-southwest,192,4.31,3.37,4141.4067,0.01409,0.76109,-1.35335
2023-03-24 16:00:00,36.4,1,3,0,0,2023-03-24:09,15.8,101.43,825.12,570.39,254.4,d,0,0,1006.3,30,1006.8,0,0,546.5731,36.1,2023-03-24T09:00:00,1679648400,4.0,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",S,south,191,4.71,3.56,2525.0273,0.01409,0.51059,-1.44848
2023-03-24 17:00:00,35.9,1,4,0,0,2023-03-24:10,16.6,79.2,685.61,314.77,254.2,d,0,0,1006.3,33,1006.8,0,0,300.67807,35.4,2023-03-24T10:00:00,1679652000,2.3,24.128,"{'code': 800, 'icon': 'c01d', 'description': 'Clear Sky'}",S,south,190,5.1,3.76,796.8341,0.01409,0.25743,-1.52061
2023-03-24 18:00:00,35.6,1,5,0,0,2023-03-24:11,17.7,39.71,346.35,67.61,253.9,d,0,0,1006.4,37,1006.9,0,0,64.402374,34.5,2023-03-24T11:00:00,1679655600,1.8,24.128,"{'code': 801, 'icon': 'c02d', 'description': 'Few clouds'}",S,south,189,5.49,3.96,34.5559,0.01409,0.00338,-1.55712
2023-03-24 19:00:00,35.0,1,5,0,0,2023-03-24:12,18.3,0.0,0.0,0.0,253.7,n,0,0,1006.5,40,1007.0,0,0,0.0,33.8,2023-03-24T12:00:00,1679659200,0.0,24.128,"{'code': 801, 'icon': 'c02n', 'description': 'Few clouds'}",S,south,187,5.88,4.16,0.0,0.01409,-0.25044,-1.49242
2023-03-24 20:00:00,34.6,2,6,0,0,2023-03-24:13,19.1,0.0,0.0,0.0,253.4,n,0,0,1006.6,44,1007.1,0,0,0.0,33.0,2023-03-24T13:00:00,1679662800,0.0,24.128,"{'code': 801, 'icon': 'c02n', 'description': 'Few clouds'}",S,south,186,6.27,4.35,0.0,0.01409,-0.50284,-1.41749
2023-03-24 21:00:00,34.0,2,7,0,0,2023-03-24:14,19.4,0.0,0.0,0.0,253.2,n,0,0,1006.7,47,1007.2,0,0,0.0,32.2,2023-03-24T14:00:00,1679666400,0.0,24.128,"{'code': 801, 'icon': 'c02n', 'description': 'Few clouds'}",S,south,185,6.67,4.55,0.0,0.01409,-0.75178,-1.31678
2023-03-24 22:00:00,33.5,2,8,0,0,2023-03-24:15,20.0,0.0,0.0,0.0,253.0,n,0,0,1006.8,51,1007.3,0,0,0.0,31.4,2023-03-24T15:00:00,1679670000,0.0,24.128,"{'code': 801, 'icon': 'c02n', 'description': 'Few clouds'}",S,south,184,7.06,4.75,0.0,0.01409,-0.99212,-1.15334
